dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
7/16/20,16,7,2020,85,4,Albania,AL,ALB,2862427,Europe,40.94427561
7/15/20,15,7,2020,96,2,Albania,AL,ALB,2862427,Europe,39.54686006
7/14/20,14,7,2020,117,2,Albania,AL,ALB,2862427,Europe,38.60360456
7/13/20,13,7,2020,83,4,Albania,AL,ALB,2862427,Europe,36.75202896
07/12/2020,12,7,2020,93,4,Albania,AL,ALB,2862427,Europe,36.36773968
07/11/2020,11,7,2020,90,2,Albania,AL,ALB,2862427,Europe,35.24980724
07/10/2020,10,7,2020,82,0,Albania,AL,ALB,2862427,Europe,34.79564719
07/09/2020,9,7,2020,68,2,Albania,AL,ALB,2862427,Europe,34.65590564
07/08/2020,8,7,2020,74,2,Albania,AL,ALB,2862427,Europe,34.62097025
07/07/2020,7,7,2020,71,3,Albania,AL,ALB,2862427,Europe,33.85239169
07/06/2020,6,7,2020,74,2,Albania,AL,ALB,2862427,Europe,33.74758553
07/05/2020,5,7,2020,67,2,Albania,AL,ALB,2862427,Europe,32.42004076
07/04/2020,4,7,2020,90,3,Albania,AL,ALB,2862427,Europe,31.93094531
07/03/2020,3,7,2020,82,4,Albania,AL,ALB,2862427,Europe,30.53352976
07/02/2020,2,7,2020,45,3,Albania,AL,ALB,2862427,Europe,29.97456354
07/01/2020,1,7,2020,69,4,Albania,AL,ALB,2862427,Europe,30.14924049
6/30/20,30,6,2020,64,3,Albania,AL,ALB,2862427,Europe,30.60340054
6/29/20,29,6,2020,72,2,Albania,AL,ALB,2862427,Europe,30.77807748
6/28/20,28,6,2020,61,2,Albania,AL,ALB,2862427,Europe,30.25404665
6/27/20,27,6,2020,77,2,Albania,AL,ALB,2862427,Europe,29.7998866
6/26/20,26,6,2020,78,2,Albania,AL,ALB,2862427,Europe,28.19285872
6/25/20,25,6,2020,67,2,Albania,AL,ALB,2862427,Europe,27.0050555
6/24/20,24,6,2020,52,1,Albania,AL,ALB,2862427,Europe,26.13167078
6/23/20,23,6,2020,68,0,Albania,AL,ALB,2862427,Europe,25.57270456
6/22/20,22,6,2020,36,1,Albania,AL,ALB,2862427,Europe,23.79099974
6/21/20,21,6,2020,53,1,Albania,AL,ALB,2862427,Europe,23.02242118
6/20/20,20,6,2020,50,3,Albania,AL,ALB,2862427,Europe,21.86955335
6/19/20,19,6,2020,66,1,Albania,AL,ALB,2862427,Europe,20.64681475
6/18/20,18,6,2020,50,1,Albania,AL,ALB,2862427,Europe,18.79523914
6/17/20,17,6,2020,82,1,Albania,AL,ALB,2862427,Europe,17.74717748
6/16/20,16,6,2020,69,0,Albania,AL,ALB,2862427,Europe,15.61611877
6/15/20,15,6,2020,57,0,Albania,AL,ALB,2862427,Europe,13.41518928
6/14/20,14,6,2020,48,0,Albania,AL,ALB,2862427,Europe,11.94790295
6/13/20,13,6,2020,31,1,Albania,AL,ALB,2862427,Europe,11.07451823
06/12/2020,12,6,2020,44,1,Albania,AL,ALB,2862427,Europe,10.79503512
06/11/2020,11,6,2020,42,0,Albania,AL,ALB,2862427,Europe,10.16619812
06/10/2020,10,6,2020,36,0,Albania,AL,ALB,2862427,Europe,9.43255496
06/09/2020,9,6,2020,17,0,Albania,AL,ALB,2862427,Europe,9.04826569
06/08/2020,8,6,2020,14,0,Albania,AL,ALB,2862427,Europe,8.66397641
06/07/2020,7,6,2020,20,1,Albania,AL,ALB,2862427,Europe,8.48929947
06/06/2020,6,6,2020,15,0,Albania,AL,ALB,2862427,Europe,8.0700748
06/05/2020,5,6,2020,13,0,Albania,AL,ALB,2862427,Europe,7.96526863
06/04/2020,4,6,2020,20,0,Albania,AL,ALB,2862427,Europe,7.68578552
06/03/2020,3,6,2020,21,0,Albania,AL,ALB,2862427,Europe,7.51110858
06/02/2020,2,6,2020,6,0,Albania,AL,ALB,2862427,Europe,6.81240081
06/01/2020,1,6,2020,15,0,Albania,AL,ALB,2862427,Europe,6.67265925
5/31/20,31,5,2020,23,0,Albania,AL,ALB,2862427,Europe,6.60278847
5/30/20,30,5,2020,23,0,Albania,AL,ALB,2862427,Europe,6.39317614
5/29/20,29,5,2020,26,0,Albania,AL,ALB,2862427,Europe,6.2184992
5/28/20,28,5,2020,21,0,Albania,AL,ALB,2862427,Europe,5.93901609
5/27/20,27,5,2020,25,1,Albania,AL,ALB,2862427,Europe,5.34511448
5/26/20,26,5,2020,6,0,Albania,AL,ALB,2862427,Europe,4.61147131
5/25/20,25,5,2020,9,1,Albania,AL,ALB,2862427,Europe,4.54160054
5/24/20,24,5,2020,8,0,Albania,AL,ALB,2862427,Europe,4.6464067
5/23/20,23,5,2020,12,0,Albania,AL,ALB,2862427,Europe,4.57653593
5/22/20,22,5,2020,5,0,Albania,AL,ALB,2862427,Europe,4.43679437
5/21/20,21,5,2020,15,0,Albania,AL,ALB,2862427,Europe,4.61147131
5/20/20,20,5,2020,1,0,Albania,AL,ALB,2862427,Europe,4.50666515
5/19/20,19,5,2020,2,0,Albania,AL,ALB,2862427,Europe,5.06563137
5/18/20,18,5,2020,13,0,Albania,AL,ALB,2862427,Europe,5.2752437
5/17/20,17,5,2020,17,0,Albania,AL,ALB,2862427,Europe,5.03069598
5/16/20,16,5,2020,18,0,Albania,AL,ALB,2862427,Europe,4.68134209
5/15/20,15,5,2020,18,0,Albania,AL,ALB,2862427,Europe,4.36692359
5/14/20,14,5,2020,4,0,Albania,AL,ALB,2862427,Europe,3.98263432
5/13/20,13,5,2020,4,0,Albania,AL,ALB,2862427,Europe,4.40185898
05/12/2020,12,5,2020,4,0,Albania,AL,ALB,2862427,Europe,4.75121287
05/11/2020,11,5,2020,12,0,Albania,AL,ALB,2862427,Europe,4.9608252
05/10/2020,10,5,2020,6,0,Albania,AL,ALB,2862427,Europe,5.03069598
05/09/2020,9,5,2020,8,0,Albania,AL,ALB,2862427,Europe,6.00888686
05/08/2020,8,5,2020,10,0,Albania,AL,ALB,2862427,Europe,6.25343459
05/07/2020,7,5,2020,12,0,Albania,AL,ALB,2862427,Europe,6.91720697
05/06/2020,6,5,2020,17,0,Albania,AL,ALB,2862427,Europe,7.37136703
05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2862427,Europe,7.65085014
05/04/2020,4,5,2020,6,0,Albania,AL,ALB,2862427,Europe,8.13994558
05/03/2020,3,5,2020,7,0,Albania,AL,ALB,2862427,Europe,8.41942869
05/02/2020,2,5,2020,9,0,Albania,AL,ALB,2862427,Europe,8.48929947
05/01/2020,1,5,2020,7,0,Albania,AL,ALB,2862427,Europe,8.90852413
4/30/20,30,4,2020,16,1,Albania,AL,ALB,2862427,Europe,9.50242574
4/29/20,29,4,2020,14,2,Albania,AL,ALB,2862427,Europe,9.6072319
4/28/20,28,4,2020,10,0,Albania,AL,ALB,2862427,Europe,9.39761957
4/27/20,27,4,2020,14,1,Albania,AL,ALB,2862427,Europe,9.78190885
4/26/20,26,4,2020,34,0,Albania,AL,ALB,2862427,Europe,9.74697346
4/25/20,25,4,2020,15,0,Albania,AL,ALB,2862427,Europe,9.15307185
4/24/20,24,4,2020,29,0,Albania,AL,ALB,2862427,Europe,8.87358874
4/23/20,23,4,2020,25,1,Albania,AL,ALB,2862427,Europe,8.17488097
4/22/20,22,4,2020,25,0,Albania,AL,ALB,2862427,Europe,7.89539786
4/21/20,21,4,2020,22,0,Albania,AL,ALB,2862427,Europe,7.23162547
4/20/20,20,4,2020,14,0,Albania,AL,ALB,2862427,Europe,7.02201314
4/19/20,19,4,2020,9,0,Albania,AL,ALB,2862427,Europe,7.51110858
4/18/20,18,4,2020,21,0,Albania,AL,ALB,2862427,Europe,8.20981636
4/17/20,17,4,2020,24,1,Albania,AL,ALB,2862427,Europe,8.41942869
4/16/20,16,4,2020,19,1,Albania,AL,ALB,2862427,Europe,8.20981636
4/15/20,15,4,2020,8,1,Albania,AL,ALB,2862427,Europe,8.10501019
4/14/20,14,4,2020,21,0,Albania,AL,ALB,2862427,Europe,8.52423485
4/13/20,13,4,2020,13,0,Albania,AL,ALB,2862427,Europe,8.17488097
04/12/2020,12,4,2020,17,0,Albania,AL,ALB,2862427,Europe,8.24475174
04/11/2020,11,4,2020,7,0,Albania,AL,ALB,2862427,Europe,8.03513941
04/10/2020,10,4,2020,9,1,Albania,AL,ALB,2862427,Europe,8.20981636
04/09/2020,9,4,2020,17,0,Albania,AL,ALB,2862427,Europe,8.87358874
04/08/2020,8,4,2020,6,0,Albania,AL,ALB,2862427,Europe,9.08320107
04/07/2020,7,4,2020,16,1,Albania,AL,ALB,2862427,Europe,9.67710268
04/06/2020,6,4,2020,28,2,Albania,AL,ALB,2862427,Europe,9.50242574
04/05/2020,5,4,2020,29,2,Albania,AL,ALB,2862427,Europe,8.97839491
04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2862427,Europe,8.17488097
04/03/2020,3,4,2020,18,1,Albania,AL,ALB,2862427,Europe,7.23162547
04/02/2020,2,4,2020,16,0,Albania,AL,ALB,2862427,Europe,6.98707775
04/01/2020,1,4,2020,20,3,Albania,AL,ALB,2862427,Europe,6.56785308
3/31/20,31,3,2020,11,2,Albania,AL,ALB,2862427,Europe,6.00888686
3/30/20,30,3,2020,15,0,Albania,AL,ALB,2862427,Europe,5.93901609
3/29/20,29,3,2020,11,1,Albania,AL,ALB,2862427,Europe,5.55472681
3/28/20,28,3,2020,12,3,Albania,AL,ALB,2862427,Europe,5.34511448
3/27/20,27,3,2020,28,1,Albania,AL,ALB,2862427,Europe,5.2752437
3/26/20,26,3,2020,23,0,Albania,AL,ALB,2862427,Europe,4.71627748
